-200.397655906	-840.152728076	984.184674023	-2904.49354332	106.348675759	-2808.52207612	1128.21661997
-198.393512877	-819.827313606	998.404286797	-2904.49354332	106.348675759	-2816.6358872	1176.98125999
-196.389373159	-810.670400187	1059.90827922	-2904.49354332	195.286015202	-2930.48695862	1309.14615825
-194.385236754	-532.262485113	714.902886101	-2904.49354332	518.059359922	-1962.06825732	897.543287089
-192.381103663	-389.969856119	714.907722385	-2904.49354332	920.821939804	-1819.78530089	1039.84558865
-190.376973888	-499.21091196	699.594744315	-2904.49354332	1328.37312717	-1898.40040059	899.978576671
-188.37284743	-372.886143407	586.906717463	-2904.49354332	1328.37312717	-1546.69957833	800.92729152
-186.368724291	-306.331701179	712.441964761	-2904.49354332	1328.37312717	-1731.2156307	1118.55222834
-184.364604472	-259.967962094	667.301692009	-2904.49354332	1328.37312717	-1594.57134611	1074.63542193
-182.360487976	-192.375173883	485.991762203	-2904.49354332	1328.37312717	-1164.35869829	779.608350523
-180.356374804	-146.500256159	334.176706053	-2904.49354332	1328.37312717	-814.853668266	521.853155947
-178.352264957	-126.81375435	266.843771925	-2906.22108251	1328.37312717	-660.501298199	406.873789499
-176.348158437	-88.1608005991	210.959232894	-2968.80415393	1328.37312717	-510.079266387	333.757665189
-174.344055246	-90.4607185461	231.960387341	-3050.84044652	1328.37312717	-554.381493229	373.460056137
-172.339955385	-127.177175562	231.46497988	-3118.24480607	1328.37312717	-590.107135322	335.752784198
-170.335858856	-196.183322756	333.400375167	-3158.51236281	1328.37312717	-862.98407309	470.617427577
-168.331765661	-255.470626245	367.514095232	-3206.25250193	1328.37312717	-990.498816709	479.557564219
-166.327675801	-425.316215597	589.203415632	-3291.38859922	1328.37312717	-1603.72304686	753.090615668
-164.323589277	-587.329425348	797.608872006	-3397.83949697	1328.37312717	-2182.54716936	1007.88831866
-162.319506092	-637.94947239	875.527083821	-3447.43873581	1328.37312717	-2389.00364003	1113.10469525
-160.315426247	-789.388260864	1012.15664963	-3477.24074126	1328.37312717	-2813.70156012	1234.92503839
-158.311349744	-917.760258403	1134.72834663	-3533.8713527	1328.37312717	-3187.21695165	1351.69643485
-156.307276584	-1077.73747015	1223.77091057	-3560.21871668	1328.37312717	-3525.27929129	1369.804351
-154.303206768	-1172.82794732	1241.05623362	-3576.2172899	1328.37312717	-3654.94041457	1309.28451992
-152.299140299	-1232.62786503	1248.55246701	-3628.3330045	1328.37312717	-3729.73279905	1264.47706899
