-200.276979909	-4907.71837473	422.365685523	-5618.61382156	150.654794097	-5752.44974578	-4062.98700369
-198.274428245	-4899.9078781	427.96648999	-5634.37750823	150.654794097	-5755.84085808	-4043.97489812
-196.271872141	-4907.27577029	401.81204231	-5634.37750823	150.654794097	-5710.89985491	-4103.65168567
-194.269311596	-4910.55499843	406.019447588	-5634.37750823	150.654794097	-5722.5938936	-4098.51610325
-192.266746613	-4908.78039094	403.669537745	-5634.37750823	150.654794097	-5716.11946643	-4101.44131545
-190.264177193	-4894.59462225	426.170546443	-5654.88127086	395.873919537	-5746.93571514	-4042.25352937
-188.261603335	-4909.86012412	392.115665296	-5701.1687939	727.106806565	-5694.09145472	-4125.62879353
-186.259025042	-4931.5581074	372.186340649	-5728.09580637	727.106806565	-5675.9307887	-4187.1854261
-184.256442314	-4939.23340486	367.469527337	-5728.09580637	727.106806565	-5674.17245954	-4204.29435019
-182.253855152	-4948.86878574	366.112716699	-5728.09580637	727.106806565	-5681.09421914	-4216.64335234
-180.251263558	-4954.90886965	386.694969439	-5728.09580637	727.106806565	-5728.29880853	-4181.51893077
-178.248667532	-4968.14980838	377.983717967	-5728.09580637	727.106806565	-5724.11724431	-4212.18237244
-176.246067075	-4969.44078637	415.833537271	-5728.09580637	1055.97895489	-5801.10786091	-4137.77371182
-174.243462189	-4985.36847962	433.84745256	-5728.09580637	1055.97895489	-5853.06338473	-4117.6735745
-172.240852874	-4993.37032381	442.05070196	-5728.09580637	1055.97895489	-5877.47172773	-4109.26891989
-170.238239131	-4991.77563439	490.593899226	-5728.09580637	1055.97895489	-5972.96343284	-4010.58783593
-168.235620962	-5006.29515183	479.471305749	-5728.09580637	1055.97895489	-5965.23776333	-4047.35254033
-166.232998367	-5016.16439556	515.508779208	-5728.09580637	1055.97895489	-6047.18195398	-3985.14683715
-164.230371348	-5019.87137426	555.947486133	-5728.09580637	1055.97895489	-6131.76634652	-3907.97640199
-162.227739905	-5018.25569788	573.670861917	-5728.09580637	1055.97895489	-6165.59742171	-3870.91397404
-160.225104039	-5019.11875571	587.788269532	-5728.09580637	1055.97895489	-6194.69529477	-3843.54221665
-158.222463752	-5024.42796282	613.503612374	-5728.09580637	1055.97895489	-6251.43518757	-3797.42073807
-156.219819045	-4997.61550101	662.249870819	-5729.77557774	1055.97895489	-6322.11524265	-3673.11575938
-154.217169918	-5003.18464039	689.583945823	-5808.97550565	1055.97895489	-6382.35253204	-3624.01674875
-152.214516373	-5036.40609394	671.600466967	-5883.65750236	1055.97895489	-6379.60702787	-3693.20516001
-150.211858411	-5040.93182678	661.930845677	-5947.4853024	1055.97895489	-6364.79351813	-3717.07013543
-148.209196032	-5065.53047331	640.262316408	-6000.53508841	1055.97895489	-6346.05510613	-3785.00584049
-146.206529238	-5064.49785407	669.773967238	-6037.88124251	1055.97895489	-6404.04578854	-3724.94991959
-144.203858029	-5073.42888027	702.010555184	-6066.22052735	1055.97895489	-6477.44999063	-3669.4077699
-142.201182408	-5078.42592556	695.227537532	-6104.69877863	1055.97895489	-6468.88100062	-3687.97085049
-140.198502374	-5103.08757658	671.838259663	-6185.1991603	1055.97895489	-6446.76409591	-3759.41105725
-138.195817929	-5114.5121388	730.804679952	-6373.1836099	1055.97895489	-6576.1214987	-3652.90277889
-136.193129074	-5135.93548097	807.610421364	-6549.44373959	1055.97895489	-6751.1563237	-3520.71463825
-134.190435811	-5138.42157451	829.113970509	-6667.9878099	1055.97895489	-6796.64951553	-3480.19363349
-132.187738139	-5155.56112911	881.414715485	-6756.12001096	1055.97895489	-6918.39056008	-3392.73169814
-130.18503606	-5212.65948671	892.072216085	-6834.52924999	1055.97895489	-6996.80391888	-3428.51505454
-128.182329576	-5242.41694673	958.103837254	-6906.87336616	1055.97895489	-7158.62462124	-3326.20927222
-126.179618686	-5259.35081876	987.727028634	-6990.53966095	1055.97895489	-7234.80487602	-3283.89676149
-124.176903393	-5289.15962024	1041.68482406	-7102.03490658	1055.97895489	-7372.52926835	-3205.78997213
-122.174183697	-5305.65746261	1102.75806147	-7210.13600134	1055.97895489	-7511.17358555	-3100.14133968
-120.1714596	-5324.20932374	1209.67205106	-7314.03187228	1055.97895489	-7743.55342585	-2904.86522163
-118.168731102	-5346.68847381	1287.06388643	-7422.14560211	1055.97895489	-7920.81624668	-2772.56070095
-116.165998205	-5356.0716909	1389.29341869	-7568.79602955	1055.97895489	-8134.65852829	-2577.48485352
-114.163260909	-5365.82853242	1489.38172775	-7725.69700135	1055.97895489	-8344.59198791	-2387.06507692
-112.160519216	-5383.01462956	1548.6787674	-7885.79127281	1055.97895489	-8480.37216436	-2285.65709476
-110.157773126	-5399.5501399	1617.34672752	-8039.47484127	1055.97895489	-8634.24359494	-2164.85668487
-108.155022642	-5421.06277989	1637.74533199	-8185.53625706	1055.97895489	-8696.55344387	-2145.57211591
-106.152267763	-5428.32956865	1734.83330929	-8348.6431404	1055.97895489	-8897.99618724	-1958.66295007
-104.149508491	-5442.76757637	1846.0987552	-8520.25362553	1055.97895489	-9134.96508677	-1750.57006598
-102.146744828	-5441.8985763	1956.89071695	-8683.62616303	1055.97895489	-9355.6800102	-1528.11714241
-100.143976773	-5436.73504619	2108.74379467	-8824.86392175	1055.97895489	-9654.22263553	-1219.24745684
-98.1412043283	-5469.12076	2303.90668409	-8914.93942362	1055.97895489	-10076.9341282	-861.307391814
-96.1384274951	-5471.61279012	2513.88168753	-8975.03656393	1055.97895489	-10499.3761652	-443.849415062
-94.1356462742	-5491.49660336	2691.32359667	-9095.39816906	1055.97895489	-10874.1437967	-108.849410008
-92.1328606668	-5511.7073971	2882.93119958	-9222.26912141	1055.97895489	-11277.5697963	254.155002062
-90.1300706739	-5544.1865063	3046.07036238	-9382.34050862	1055.97895489	-11636.3272311	547.954218469
-88.1272762966	-5557.83800107	3200.44680648	-9506.17754276	1055.97895489	-11958.731614	843.055611885
-86.124477536	-5587.01358387	3292.55755734	-9506.17754276	1055.97895489	-12172.1286986	998.101530812
-84.1216743932	-5595.25882245	3319.22681429	-9506.17754276	1055.97895489	-12233.712451	1043.19480612
-82.1188668692	-5619.59414035	3238.67940417	-9506.17754276	1055.97895489	-12096.9529487	857.764667993
-80.1160549653	-5624.23274202	3177.71709953	-9506.17754276	1055.97895489	-11979.6669411	731.201457029
-78.1132386825	-5639.5625188	3144.27030688	-9506.17754276	1055.97895489	-11928.1031326	648.978094966
-76.1104180218	-5644.60203574	3027.10939561	-9506.17754276	1055.97895489	-11698.820827	409.616755484
-74.1075929845	-5687.61974433	2836.1422805	-9506.17754276	1055.97895489	-11359.9043053	-15.3351833323
-72.1047635715	-5721.50866405	2667.00419911	-9506.17754276	1055.97895489	-11055.5170623	-387.500265837
-70.101929784	-5793.32058173	2542.12167951	-9506.17754276	1055.97895489	-10877.5639408	-709.077222702
-68.0990916231	-5872.07702237	2264.77325998	-9506.17754276	1055.97895489	-10401.6235423	-1342.53050242
-66.09624909	-5962.35161084	1895.78179957	-9506.17754276	1055.97895489	-9753.91520999	-2170.7880117
