-200.397655906	-2808.52207612
-198.393512877	-2816.6358872
-196.389373159	-2930.48695862
-194.385236754	-1962.06825732
-192.381103663	-1819.78530089
-190.376973888	-1898.40040059
-188.37284743	-1546.69957833
-186.368724291	-1731.2156307
-184.364604472	-1594.57134611
-182.360487976	-1164.35869829
-180.356374804	-814.853668266
-178.352264957	-660.501298199
-176.348158437	-510.079266387
-174.344055246	-554.381493229
-172.339955385	-590.107135322
-170.335858856	-862.98407309
-168.331765661	-990.498816709
-166.327675801	-1603.72304686
-164.323589277	-2182.54716936
-162.319506092	-2389.00364003
-160.315426247	-2813.70156012
-158.311349744	-3187.21695165
-156.307276584	-3525.27929129
-154.303206768	-3654.94041457
-152.299140299	-3729.73279905
-150.295077178	-3835.79169704
-148.291017407	-3930.51406369
-146.286960986	-3981.96177711
-144.282907919	-3983.02659497
-142.278858206	-3982.68037685
-140.274811849	-4050.54013884
-138.270768849	-4033.01014184
-136.266729208	-3973.89667894
-134.262692929	-3927.67528179
-132.258660011	-3808.29196445
-130.254630458	-3527.508817
-128.25060427	-3081.95585873
-126.246581449	-2603.86717408
-124.242561997	-2149.84877621
-122.238545915	-1565.64240173
-120.234533205	-1074.73044633
-118.230523868	-1259.72919841
-116.226517907	-1550.0253358
-114.222515321	-1615.41174255
-112.218516114	-1970.86765454
-110.214520287	-2072.43088606
-108.210527841	-2357.09210264
-106.206538778	-2632.60372236
-104.202553099	-2902.23613473
-102.198570807	-3024.63725629
-100.194591901	-3223.52412465
-98.1906163854	-3460.98156163
-96.18664426	-3450.47045183
-94.1826755269	-3559.66313475
-92.1787101876	-3414.88386043
-90.1747482436	-3247.45583668
-88.1707896966	-3522.27336325
-86.1668345481	-3480.40993389
-84.1628827996	-3297.71606464
-82.1589344527	-3616.96798111
-80.154989509	-3308.91094736
-78.1510479699	-3575.8685415
-76.1471098371	-3422.24061429
-74.1431751121	-3668.11633949
-72.1392437965	-3719.454262
-70.1353158917	-4164.78201388
-68.1313913994	-4386.49331173
-66.127470321	-4567.08872164
-64.1235526582	-4779.32053089
-62.1196384124	-4929.27058578
-60.1157275853	-4939.56564935
-58.1118201783	-5160.5518064
-56.1079161929	-5165.42002381
-54.1040156308	-5365.88980805
-52.1001184934	-5493.91960447
-50.0962247823	-5756.70554115
-48.092334499	-5875.06914966
-46.088447645	-5864.87589434
-44.084564222	-6162.6039495
-42.0806842313	-6345.82295742
-40.0768076745	-6601.40449429
-38.0729345532	-6571.91781595
-36.0690648688	-6521.36704678
-34.065198623	-6628.21927559
-32.0613358171	-6638.04359243
-30.0574764528	-6667.43108464
-28.0536205315	-6703.67426613
-26.0497680548	-6727.57992556
-24.0459190241	-6826.23270422
-22.0420734411	-6921.33638987
-20.0382313071	-7154.89721979
-18.0343926238	-7439.28989048
-16.0305573926	-7450.45617797
-14.026725615	-7719.31666546
-12.0228972926	-7604.57988155
-10.0190724268	-7613.90293121
-8.01525101912	-7746.66703387
-6.01143307111	-7700.99183803
-4.00761858426	-7700.33100661
-2.00380756005	-7746.82103208
0	-7725.75309054
2.00380409441	-7793.32845702
4.00760472168	-7749.83098492
6.01140188032	-7871.9141685
8.01519556883	-7715.32675176
10.0189857857	-7675.88497654
12.0227725295	-7533.36780608
14.0265557987	-7647.92712777
16.0303355918	-7652.69690263
18.0341119073	-7570.84306336
20.0378847438	-7584.56704486
22.0416540997	-7543.52526706
24.0454199737	-7478.13806307
26.0491823641	-7346.80391786
28.0529412695	-7226.49041152
30.0566966885	-6977.9363001
32.0604486195	-6821.545297
34.0641970612	-6706.1952033
36.067942012	-6521.51180976
38.0716834704	-6407.84207412
40.075421435	-6330.53764655
42.0791559043	-6231.03796909
44.0828868768	-6063.81933351
46.0866143511	-5918.03057968
48.0903383257	-5825.71067908
50.0940587992	-5708.36358081
52.09777577	-5641.96305407
54.1014892368	-5622.3081475
56.105199198	-5591.18505517
58.1089056523	-5580.36369345
60.112608598	-5614.53604238
62.1163080339	-5627.39569527
64.1200039584	-5740.18791333
66.1236963701	-5675.16102535
68.1273852675	-5773.25905592
70.1310706493	-5704.14971261
72.1347525138	-5709.46680458
74.1384308598	-5715.6027605
76.1421056857	-5735.4466461
78.14577699	-5684.08808629
80.1494447715	-5695.83848553
82.1531090286	-5661.06919523
84.1567697598	-5604.55643178
86.1604269638	-5589.97761356
88.164080639	-5511.31612403
90.1677307842	-5454.14188877
92.1713773978	-5506.04001336
94.1750204783	-5514.97056119
96.1786600245	-5423.72470584
98.1822960348	-5479.51346244
100.185928508	-5467.03106854
102.189557442	-5434.3240336
104.193182836	-5434.76988805
106.196804689	-5416.51661453
108.200422998	-5485.85239724
110.204037763	-5491.97194578
112.207648983	-5516.54360739
114.211256655	-5495.02221439
116.214860778	-5489.486001
118.218461351	-5448.87828815
120.222058373	-5404.27631813
122.225651842	-5408.61356203
124.229241757	-5413.34567881
126.232828116	-5342.08564641
128.236410917	-5327.87772365
130.23999016	-5421.36238341
132.243565844	-5566.51569222
134.247137965	-5565.36775092
136.250706524	-5539.82301956
138.254271519	-5513.05560473
140.257832949	-5534.84834847
142.261390811	-5555.78574018
144.264945105	-5530.81299038
146.268495829	-5665.13003832
148.272042982	-5721.42402016
150.275586563	-5731.78855296
152.279126569	-5775.66834543
154.282663	-5799.81207914
156.286195855	-5868.06208955
158.289725131	-5797.65269757
160.293250828	-5762.88221555
162.296772944	-5660.05808976
164.300291478	-5741.59034314
166.303806428	-5710.81724736
168.307317793	-5652.40913662
170.310825572	-5623.39808587
172.314329763	-5487.95397926
174.317830365	-5514.13513132
176.321327376	-5687.14846665
178.324820795	-5655.77000719
180.328310621	-5694.38847882
182.331796853	-5603.26155279
184.335279488	-5642.35434756
186.338758526	-5674.06905822
188.342233965	-5673.26596703
190.345705804	-5788.75523778
192.349174042	-5784.47552247
194.352638677	-5813.12157244
196.356099707	-5757.80656611
198.359557132	-5698.1366867
200.363010951	-5668.11875122
200.363010951	-4438.83261519
198.359557132	-4445.62547812
196.356099707	-4380.84822115
194.352638677	-4330.98855004
192.349174042	-4311.70458198
190.345705804	-4310.50612384
188.342233965	-4413.38824815
186.338758526	-4435.15641711
184.335279488	-4429.48696809
182.331796853	-4417.88503218
180.328310621	-4384.32002741
178.324820795	-4398.56988272
176.321327376	-4344.98052573
174.317830365	-4404.55189223
172.314329763	-4361.74332975
170.310825572	-4315.41761901
168.307317793	-4266.94776946
166.303806428	-4189.92951414
164.300291478	-4176.97173249
162.296772944	-4274.89621994
160.293250828	-4211.16032037
158.289725131	-4235.48960715
156.286195855	-4163.16977893
154.282663	-4159.10426559
152.279126569	-4111.2777181
150.275586563	-4173.75421912
148.272042982	-4210.55839518
146.268495829	-4181.12770569
144.264945105	-4278.30740036
142.261390811	-4275.41436646
140.257832949	-4344.43000471
138.254271519	-4380.71520711
136.250706524	-4335.28716471
134.247137965	-4376.46752978
132.243565844	-4379.13226964
130.23999016	-4441.90200537
128.236410917	-4462.44349083
126.232828116	-4435.60129198
124.229241757	-4435.30723572
122.225651842	-4443.90736878
120.222058373	-4484.11476286
118.218461351	-4465.13750534
116.214860778	-4455.44885074
114.211256655	-4451.07575588
112.207648983	-4410.48345918
110.204037763	-4440.68026727
108.200422998	-4485.57113718
106.196804689	-4505.74224847
104.193182836	-4473.57856385
102.189557442	-4472.51667815
100.185928508	-4416.34009074
98.1822960348	-4362.14614576
96.1786600245	-4375.78766719
94.1750204783	-4301.2797825
92.1713773978	-4323.78442881
90.1677307842	-4394.73879872
88.164080639	-4374.62815914
86.1604269638	-4369.85816981
84.1567697598	-4344.37209705
82.1531090286	-4329.46278073
80.1494447715	-4318.20668772
78.14577699	-4342.98207305
76.1421056857	-4299.28316411
74.1384308598	-4309.68239802
72.1347525138	-4324.81230835
70.1310706493	-4354.4817725
68.1273852675	-4359.12762309
66.1236963701	-4416.45302996
64.1200039584	-4366.66082883
62.1163080339	-4499.8975246
60.112608598	-4549.33006087
58.1089056523	-4655.18797403
56.105199198	-4686.2734648
54.1014892368	-4750.17739267
52.09777577	-4821.57518992
50.0940587992	-4852.77133992
48.0903383257	-4861.78858238
46.0866143511	-4880.84287018
44.0828868768	-4860.09135603
42.0791559043	-4830.20614055
40.075421435	-4853.02352658
38.0716834704	-4897.7520462
36.067942012	-4945.95981359
34.0641970612	-4955.49708125
32.0604486195	-5002.14082652
30.0566966885	-5032.06139385
28.0529412695	-4992.48370166
26.0491823641	-5068.07824383
24.0454199737	-5111.71042908
22.0416540997	-5221.51204068
20.0378847438	-5364.2960289
18.0341119073	-5446.21473771
16.0303355918	-5596.68832093
14.0265557987	-5818.65501453
12.0227725295	-6103.79608668
10.0189857857	-6074.37369591
8.01519556883	-6209.59693414
6.01140188032	-6285.99540205
4.00760472168	-6520.79806572
2.00380409441	-6644.02653419
0	-6648.96274251
-2.00380756005	-6518.72365556
-4.00761858426	-6430.72925011
-6.01143307111	-6168.52984431
-8.01525101912	-5909.72637703
-10.0190724268	-5743.5583303
-12.0228972926	-5557.12415075
-14.026725615	-5128.74944701
-16.0305573926	-5080.28915603
-18.0343926238	-4796.17063375
-20.0382313071	-5027.80436656
-22.0420734411	-5051.04796685
-24.0459190241	-4932.82177205
-26.0497680548	-4884.06801309
-28.0536205315	-4796.39404841
-30.0574764528	-4593.42796083
-32.0613358171	-4453.59819807
-34.065198623	-4274.88949558
-36.0690648688	-4170.69146421
-38.0729345532	-3898.37420399
-40.0768076745	-3640.01783905
-42.0806842313	-3646.73535838
-44.084564222	-3459.48980169
-46.088447645	-3525.77044623
-48.092334499	-3190.09695829
-50.0962247823	-2910.57610471
-52.1001184934	-2815.17620557
-54.1040156308	-2628.13510831
-56.1079161929	-2512.73992391
-58.1118201783	-2165.98458049
-60.1157275853	-2001.59335448
-62.1196384124	-1599.56926079
-64.1235526582	-1427.89380755
-66.127470321	-1147.83146034
-68.1313913994	-964.502436084
-70.1353158917	-883.001747761
-72.1392437965	-857.618891632
-74.1431751121	-769.190100777
-76.1471098371	-692.918864575
-78.1510479699	-374.667637
-80.154989509	-359.639115247
-82.1589344527	155.98925012
-84.1628827996	-2.17123216349
-86.1668345481	308.549510513
-88.1707896966	587.705972914
-90.1747482436	471.379386206
-92.1787101876	785.599269658
-94.1826755269	1056.12874564
-96.18664426	1174.34541625
-98.1906163854	1319.82890357
-100.194591901	1232.11084471
-102.198570807	1195.68242606
-104.202553099	1204.3077369
-106.206538778	1077.39316426
-108.210527841	961.176904312
-110.214520287	843.785681959
-112.218516114	801.536329743
-114.222515321	629.323738247
-116.226517907	607.490568512
-118.230523868	495.398468249
-120.234533205	422.631109372
-122.238545915	721.509724605
-124.242561997	1027.6654697
-126.246581449	1247.85928098
-128.25060427	1416.28066683
-130.254630458	1629.64343335
-132.258660011	1765.62236425
-134.262692929	1791.21860233
-136.266729208	1769.37516393
-138.270768849	1774.34544581
-140.274811849	1745.77514318
-142.278858206	1632.2436759
-144.282907919	1580.67473938
-146.286960986	1510.58158834
-148.291017407	1426.11054799
-150.295077178	1339.97487853
-152.299140299	1264.47706899
-154.303206768	1309.28451992
-156.307276584	1369.804351
-158.311349744	1351.69643485
-160.315426247	1234.92503839
-162.319506092	1113.10469525
-164.323589277	1007.88831866
-166.327675801	753.090615668
-168.331765661	479.557564219
-170.335858856	470.617427577
-172.339955385	335.752784198
-174.344055246	373.460056137
-176.348158437	333.757665189
-178.352264957	406.873789499
-180.356374804	521.853155947
-182.360487976	779.608350523
-184.364604472	1074.63542193
-186.368724291	1118.55222834
-188.37284743	800.92729152
-190.376973888	899.978576671
-192.381103663	1039.84558865
-194.385236754	897.543287089
-196.389373159	1309.14615825
-198.393512877	1176.98125999
-200.397655906	1128.21661997
